row_id	Scientific.Name	Source
R000142	Bodianus pulcher	Walker_Miller_Lea_Combo_20210216
R000143	Bolinichthys longipes	Walker_Miller_Lea_Combo_20210216
R000144	Bollmannia stigmatura	Walker_Miller_Lea_Combo_20210216
R000145	Borophryne apogon	Walker_Miller_Lea_Combo_20210216
R000146	Borostomias panamensis	Walker_Miller_Lea_Combo_20210216
R000147	Bothragonus swanii	Walker_Miller_Lea_Combo_20210216
R000148	Bothrocara brunneum	Walker_Miller_Lea_Combo_20210216
R000149	Bothrocara molle	Walker_Miller_Lea_Combo_20210216
R000150	Bothrocara pusillum	Walker_Miller_Lea_Combo_20210216
R000151	Brachygenys californiensis	Walker_Miller_Lea_Combo_20210216
R000152	Brachyistius frenatus	Walker_Miller_Lea_Combo_20210216
R000153	Brama japonica	Walker_Miller_Lea_Combo_20210216
R000154	Brama orcini	Walker_Miller_Lea_Combo_20210216
R000155	Brosmophycis marginata	Walker_Miller_Lea_Combo_20210216
R000156	Brotula clarkae	Walker_Miller_Lea_Combo_20210216
R000157	Brotulataenia nielseni	Walker_Miller_Lea_Combo_20210216
R000158	Bryozoichthys marjorius	Walker_Miller_Lea_Combo_20210216
R000159	Calamus brachysomus	Walker_Miller_Lea_Combo_20210216
R000160	Caranx caballus	Walker_Miller_Lea_Combo_20210216
R000161	Caranx caninus	Walker_Miller_Lea_Combo_20210216
R000162	Caranx sexfasciatus	Walker_Miller_Lea_Combo_20210216
R000163	Caranx vinctus	Walker_Miller_Lea_Combo_20210216
R000164	Carcharhinus altimus	Walker_Miller_Lea_Combo_20210216
R000165	Carcharhinus brachyurus	Walker_Miller_Lea_Combo_20210216
R000166	Carcharhinus falciformis	Walker_Miller_Lea_Combo_20210216
R000167	Carcharhinus galapagensis	Walker_Miller_Lea_Combo_20210216
R000168	Carcharhinus leucas	Walker_Miller_Lea_Combo_20210216
R000169	Carcharhinus longimanus	Walker_Miller_Lea_Combo_20210216
R000170	Carcharhinus obscurus	Walker_Miller_Lea_Combo_20210216
R000171	Carcharodon carcharias	Walker_Miller_Lea_Combo_20210216
R000172	Careproctus ambustus	Walker_Miller_Lea_Combo_20210216
R000173	Careproctus colletti	Walker_Miller_Lea_Combo_20210216
R000174	Careproctus cypselurus	Walker_Miller_Lea_Combo_20210216
R000175	Careproctus filamentosus	Walker_Miller_Lea_Combo_20210216
R000176	Careproctus gilberti	Walker_Miller_Lea_Combo_20210216
R000177	Careproctus kamikawai	Walker_Miller_Lea_Combo_20210216
R000178	Careproctus longifilis	Walker_Miller_Lea_Combo_20210216
R000179	Careproctus melanurus	Walker_Miller_Lea_Combo_20210216
R000180	Careproctus microstomus	Walker_Miller_Lea_Combo_20210216
R000181	Careproctus oregonensis	Walker_Miller_Lea_Combo_20210216
R000182	Caristius macropus	Walker_Miller_Lea_Combo_20210216
R000183	Cataetyx rubrirostris	Walker_Miller_Lea_Combo_20210216
R000184	Cataetyx simus	Walker_Miller_Lea_Combo_20210216
R000185	Caulolatilus affinis	Walker_Miller_Lea_Combo_20210216
R000186	Caulolatilus princeps	Walker_Miller_Lea_Combo_20210216
R000187	Caulophryne jordani	Walker_Miller_Lea_Combo_20210216
R000188	Caulophryne pelagica	Walker_Miller_Lea_Combo_20210216
R000189	Caulophryne polynema	Walker_Miller_Lea_Combo_20210216
R000190	Cebidichthys violaceus	Walker_Miller_Lea_Combo_20210216
R000191	Centrobranchus nigroocellatus	Walker_Miller_Lea_Combo_20210216
R000192	Centroscyllium nigrum	Walker_Miller_Lea_Combo_20210216
R000193	Cephalopholis colonus	Walker_Miller_Lea_Combo_20210216
R000194	Cephaloscyllium ventriosum	Walker_Miller_Lea_Combo_20210216
R000195	Ceratias holboelli	Walker_Miller_Lea_Combo_20210216
R000196	Ceratoscopelus townsendi	Walker_Miller_Lea_Combo_20210216
R000197	Cetengraulis mysticetus	Walker_Miller_Lea_Combo_20210216
R000198	Cetichthys parini	Walker_Miller_Lea_Combo_20210216
R000199	Cetorhinus maximus	Walker_Miller_Lea_Combo_20210216
R000200	Cetostoma regani	Walker_Miller_Lea_Combo_20210216
R000201	Chaenophryne draco	Walker_Miller_Lea_Combo_20210216
R000202	Chaenophryne longiceps	Walker_Miller_Lea_Combo_20210216
R000203	Chaenophryne melanorhabdus	Walker_Miller_Lea_Combo_20210216
R000204	Chaenopsis alepidota	Walker_Miller_Lea_Combo_20210216
R000205	Chaetodipterus zonatus	Walker_Miller_Lea_Combo_20210216
R000206	Chaetodon humeralis	Walker_Miller_Lea_Combo_20210216
R000207	Chanos chanos	Walker_Miller_Lea_Combo_20210216
R000208	Chauliodus macouni	Walker_Miller_Lea_Combo_20210216
R000209	Chauliodus sloani	Walker_Miller_Lea_Combo_20210216
R000210	Chaunacops coloratus	Walker_Miller_Lea_Combo_20210216
R000211	Cheilopogon furcatus	Walker_Miller_Lea_Combo_20210216
R000212	Cheilopogon heterurus	Walker_Miller_Lea_Combo_20210216
R000213	Cheilopogon pinnatibarbatus	Walker_Miller_Lea_Combo_20210216
R000214	Cheilotrema saturnum	Walker_Miller_Lea_Combo_20210216
R000215	Cherublemma emmelas	Walker_Miller_Lea_Combo_20210216
R000216	Chesnonia verrucosa	Walker_Miller_Lea_Combo_20210216
R000217	Chiasmodon niger	Walker_Miller_Lea_Combo_20210216
R000218	Chiasmodon subniger	Walker_Miller_Lea_Combo_20210216
R000219	Chilara taylori	Walker_Miller_Lea_Combo_20210216
R000220	Chilomycterus reticulatus	Walker_Miller_Lea_Combo_20210216
R000221	Chirolophis decoratus	Walker_Miller_Lea_Combo_20210216
R000222	Chirolophis nugator	Walker_Miller_Lea_Combo_20210216
R000223	Chirolophis tarsodes	Walker_Miller_Lea_Combo_20210216
R000224	Chitonotus pugetensis	Walker_Miller_Lea_Combo_20210216
R000225	Chlamydoselachus anguineus	Walker_Miller_Lea_Combo_20210216
R000226	Chloroscombrus orqueta	Walker_Miller_Lea_Combo_20210216
R000227	Chromis alta	Walker_Miller_Lea_Combo_20210216
R000228	Chromis atrilobata	Walker_Miller_Lea_Combo_20210216
R000229	Chromis punctipinnis	Walker_Miller_Lea_Combo_20210216
R000230	Citharichthys fragilis	Walker_Miller_Lea_Combo_20210216
R000231	Citharichthys sordidus	Walker_Miller_Lea_Combo_20210216
R000232	Citharichthys stigmaeus	Walker_Miller_Lea_Combo_20210216
R000233	Citharichthys xanthostigma	Walker_Miller_Lea_Combo_20210216
R000234	Clevelandia ios	Walker_Miller_Lea_Combo_20210216
R000235	Clidoderma asperrimum	Walker_Miller_Lea_Combo_20210216
R000236	Clinocottus acuticeps	Walker_Miller_Lea_Combo_20210216
R000237	Clinocottus analis	Walker_Miller_Lea_Combo_20210216
R000238	Clinocottus embryum	Walker_Miller_Lea_Combo_20210216
R000239	Clinocottus globiceps	Walker_Miller_Lea_Combo_20210216
R000240	Clinocottus recalvus	Walker_Miller_Lea_Combo_20210216
R000241	Clupea pallasii	Walker_Miller_Lea_Combo_20210216
R000242	Coelorinchus scaphopsis	Walker_Miller_Lea_Combo_20210216
R000243	Cololabis adoceta	Walker_Miller_Lea_Combo_20210216
R000244	Cololabis saira	Walker_Miller_Lea_Combo_20210216
R000245	Congriscus megastomus	Walker_Miller_Lea_Combo_20210216
R000246	Conocara salmoneum	Walker_Miller_Lea_Combo_20210216
R000247	Conodon serrifer	Walker_Miller_Lea_Combo_20210216
R000248	Coptodon zillii	Walker_Miller_Lea_Combo_20210216
R000249	Coryphaena equiselis	Walker_Miller_Lea_Combo_20210216
R000250	Coryphaena hippurus	Walker_Miller_Lea_Combo_20210216
R000251	Coryphaenoides acrolepis	Walker_Miller_Lea_Combo_20210216
R000252	Coryphaenoides anguliceps	Walker_Miller_Lea_Combo_20210216
R000253	Coryphaenoides armatus	Walker_Miller_Lea_Combo_20210216
R000254	Coryphaenoides cinereus	Walker_Miller_Lea_Combo_20210216
R000255	Coryphaenoides filifer	Walker_Miller_Lea_Combo_20210216
R000256	Coryphaenoides leptolepis	Walker_Miller_Lea_Combo_20210216
R000257	Coryphaenoides pectoralis	Walker_Miller_Lea_Combo_20210216
R000258	Coryphaenoides yaquinae	Walker_Miller_Lea_Combo_20210216
R000259	Cosmocampus arctus	Walker_Miller_Lea_Combo_20210216
R000260	Cottus aleuticus	Walker_Miller_Lea_Combo_20210216
R000261	Cottus asper	Walker_Miller_Lea_Combo_20210216
R000262	Cryptacanthodes aleutensis	Walker_Miller_Lea_Combo_20210216
R000263	Cryptacanthodes giganteus	Walker_Miller_Lea_Combo_20210216
R000264	Cryptopsaras couesii	Walker_Miller_Lea_Combo_20210216
R000265	Cryptotrema corallinum	Walker_Miller_Lea_Combo_20210216
R000266	Ctenogobius sagittula	Walker_Miller_Lea_Combo_20210216
R000267	Cubiceps baxteri	Walker_Miller_Lea_Combo_20210216
R000268	Cubiceps capensis	Walker_Miller_Lea_Combo_20210216
R000269	Cubiceps paradoxus	Walker_Miller_Lea_Combo_20210216
R000270	Cyclothone acclinidens	Walker_Miller_Lea_Combo_20210216
R000271	Cyclothone atraria	Walker_Miller_Lea_Combo_20210216
R000272	Cyclothone braueri	Walker_Miller_Lea_Combo_20210216
R000273	Cyclothone microdon	Walker_Miller_Lea_Combo_20210216
R000274	Cyclothone pallida	Walker_Miller_Lea_Combo_20210216
R000275	Cyclothone pseudopallida	Walker_Miller_Lea_Combo_20210216
R000276	Cyclothone signata	Walker_Miller_Lea_Combo_20210216
R000277	Cyema atrum	Walker_Miller_Lea_Combo_20210216
R000278	Cymatogaster aggregata	Walker_Miller_Lea_Combo_20210216
R000279	Cynoscion parvipinnis	Walker_Miller_Lea_Combo_20210216
R000280	Cynoscion xanthulus	Walker_Miller_Lea_Combo_20210216
R000281	Dactylagnus mundus	Walker_Miller_Lea_Combo_20210216
R000282	Danaphos oculatus	Walker_Miller_Lea_Combo_20210216
R000283	Dasycottus setiger	Walker_Miller_Lea_Combo_20210216
R000284	Decapterus muroadsi	Walker_Miller_Lea_Combo_20210216
R000285	Deckertichthys aureolus	Walker_Miller_Lea_Combo_20210216
R000286	Decodon melasma	Walker_Miller_Lea_Combo_20210216
R000287	Derepodichthys alepidotus	Walker_Miller_Lea_Combo_20210216
R000288	Dermatolepis dermatolepis	Walker_Miller_Lea_Combo_20210216
R000289	Desmodema lorum	Walker_Miller_Lea_Combo_20210216
R000290	Diaphus anderseni	Walker_Miller_Lea_Combo_20210216
R000291	Diaphus theta	Walker_Miller_Lea_Combo_20210216
R000292	Dicrolene filamentosa	Walker_Miller_Lea_Combo_20210216
R000293	Diodon eydouxii	Walker_Miller_Lea_Combo_20210216
R000294	Diodon holocanthus	Walker_Miller_Lea_Combo_20210216
R000295	Diodon hystrix	Walker_Miller_Lea_Combo_20210216
R000296	Diogenichthys atlanticus	Walker_Miller_Lea_Combo_20210216
R000297	Diogenichthys laternatus	Walker_Miller_Lea_Combo_20210216
R000298	Diplectrum labarum	Walker_Miller_Lea_Combo_20210216
R000299	Diplectrum maximum	Walker_Miller_Lea_Combo_20210216
R000300	Diplophos proximus	Walker_Miller_Lea_Combo_20210216
R000301	Diplophos taenia	Walker_Miller_Lea_Combo_20210216
R000302	Diplospinus multistriatus	Walker_Miller_Lea_Combo_20210216
R000303	Diretmoides pauciradiatus	Walker_Miller_Lea_Combo_20210216
R000304	Diretmus argenteus	Walker_Miller_Lea_Combo_20210216
R000305	Ditropichthys storeri	Walker_Miller_Lea_Combo_20210216
R000306	Dolicholagus longirostris	Walker_Miller_Lea_Combo_20210216
R000307	Dolichopteryx longipes	Walker_Miller_Lea_Combo_20210216
R000308	Dolichopteryx parini	Walker_Miller_Lea_Combo_20210216
R000309	Dolichopteryx pseudolongipes	Walker_Miller_Lea_Combo_20210216
R000310	Dolopichthys longicornis	Walker_Miller_Lea_Combo_20210216
R000311	Dolopichthys pullatus	Walker_Miller_Lea_Combo_20210216
R000312	Dormitator latifrons	Walker_Miller_Lea_Combo_20210216
R000313	Dorosoma petenense	Walker_Miller_Lea_Combo_20210216
R000314	Dysalotus oligoscolus	Walker_Miller_Lea_Combo_20210216
R000315	Echeneis naucrates	Walker_Miller_Lea_Combo_20210216
R000316	Echinorhinus cookei	Walker_Miller_Lea_Combo_20210216
R000317	Elassodiscus caudatus	Walker_Miller_Lea_Combo_20210216
R000318	Electrona risso	Walker_Miller_Lea_Combo_20210216
R000319	Elops affinis	Walker_Miller_Lea_Combo_20210216
R000320	Embassichthys bathybius	Walker_Miller_Lea_Combo_20210216
R000321	Embiotoca caryi	Walker_Miller_Lea_Combo_20210216
R000322	Embiotoca jacksoni	Walker_Miller_Lea_Combo_20210216
R000323	Embiotoca lateralis	Walker_Miller_Lea_Combo_20210216
R000324	Engraulis mordax	Walker_Miller_Lea_Combo_20210216
R000325	Engyophrys sanctilaurentii	Walker_Miller_Lea_Combo_20210216
R000326	Enneanectes carminalis	Walker_Miller_Lea_Combo_20210216
R000327	Enneanectes reticulatus	Walker_Miller_Lea_Combo_20210216
R000328	Enophrys bison	Walker_Miller_Lea_Combo_20210216
R000329	Enophrys lucasi	Walker_Miller_Lea_Combo_20210216
R000330	Enophrys taurina	Walker_Miller_Lea_Combo_20210216
R000331	Entosphenus tridentatus	Walker_Miller_Lea_Combo_20210216
R000332	Eopsetta jordani	Walker_Miller_Lea_Combo_20210216
R000333	Epinephelus analogus	Walker_Miller_Lea_Combo_20210216
R000334	Epinephelus labriformis	Walker_Miller_Lea_Combo_20210216
R000335	Eptatretus deani	Walker_Miller_Lea_Combo_20210216
R000336	Eptatretus fritzi	Walker_Miller_Lea_Combo_20210216
R000337	Eptatretus mcconnaugheyi	Walker_Miller_Lea_Combo_20210216
R000338	Eptatretus stoutii	Walker_Miller_Lea_Combo_20210216
R000339	Erilepis zonifer	Walker_Miller_Lea_Combo_20210216
R000340	Ernogrammus walkeri	Walker_Miller_Lea_Combo_20210216
R000341	Esselenichthys carli	Walker_Miller_Lea_Combo_20210216
R000342	Esselenichthys laurae	Walker_Miller_Lea_Combo_20210216
R000343	Etmopterus benchleyi	Walker_Miller_Lea_Combo_20210216
R000344	Etropus crossotus	Walker_Miller_Lea_Combo_20210216
R000345	Etrumeus acuminatus	Walker_Miller_Lea_Combo_20210216
R000346	Etrumeus teres	Walker_Miller_Lea_Combo_20210216
R000347	Eucinostomus currani	Walker_Miller_Lea_Combo_20210216
R000348	Eucinostomus dowii	Walker_Miller_Lea_Combo_20210216
R000349	Eucinostomus gracilis	Walker_Miller_Lea_Combo_20210216
R000350	Eucryphycus californicus	Walker_Miller_Lea_Combo_20210216
R000351	Eucyclogobius kristinae	Walker_Miller_Lea_Combo_20210216
R000352	Eucyclogobius newberryi	Walker_Miller_Lea_Combo_20210216
R000353	Euleptorhamphus viridis	Walker_Miller_Lea_Combo_20210216
R000354	Eumicrotremus orbis	Walker_Miller_Lea_Combo_20210216
R000355	Euprotomicrus bispinatus	Walker_Miller_Lea_Combo_20210216
R000356	Eurypharynx pelecanoides	Walker_Miller_Lea_Combo_20210216
R000357	Eutaeniophorus festivus	Walker_Miller_Lea_Combo_20210216
R000358	Euthynnus affinis	Walker_Miller_Lea_Combo_20210216
R000359	Euthynnus lineatus	Walker_Miller_Lea_Combo_20210216
R000360	Evermannella ahlstromi	Walker_Miller_Lea_Combo_20210216
R000361	Facciolella equatorialis	Walker_Miller_Lea_Combo_20210216
R000362	Facciolella gilbertii	Walker_Miller_Lea_Combo_20210216
R000363	Fistularia commersonii	Walker_Miller_Lea_Combo_20210216
R000364	Fistularia corneta	Walker_Miller_Lea_Combo_20210216
R000365	Flagellostomias boureei	Walker_Miller_Lea_Combo_20210216
R000366	Fodiator acutus	Walker_Miller_Lea_Combo_20210216
R000367	Fowlerichthys avalonis	Walker_Miller_Lea_Combo_20210216
R000368	Fundulus parvipinnis	Walker_Miller_Lea_Combo_20210216
R000369	Gadus chalcogrammus	Walker_Miller_Lea_Combo_20210216
R000370	Gadus macrocephalus	Walker_Miller_Lea_Combo_20210216
R000371	Galeocerdo cuvier	Walker_Miller_Lea_Combo_20210216
R000372	Galeorhinus galeus	Walker_Miller_Lea_Combo_20210216
R000373	Gambusia affinis	Walker_Miller_Lea_Combo_20210216
R000374	Gasterosteus aculeatus	Walker_Miller_Lea_Combo_20210216
R000375	Gempylus serpens	Walker_Miller_Lea_Combo_20210216
R000376	Genioliparis ferox	Walker_Miller_Lea_Combo_20210216
R000377	Genyonemus lineatus	Walker_Miller_Lea_Combo_20210216
R000378	Gibbonsia elegans	Walker_Miller_Lea_Combo_20210216
R000379	Gibbonsia metzi	Walker_Miller_Lea_Combo_20210216
R000380	Gibbonsia montereyensis	Walker_Miller_Lea_Combo_20210216
R000381	Gigantactis gargantua	Walker_Miller_Lea_Combo_20210216
R000382	Gigantactis macronema	Walker_Miller_Lea_Combo_20210216
R000383	Gigantactis micordontis	Walker_Miller_Lea_Combo_20210216
R000384	Gigantactis savagei	Walker_Miller_Lea_Combo_20210216
R000385	Gigantactis vanhoeffeni	Walker_Miller_Lea_Combo_20210216
R000386	Gillellus semicinctus	Walker_Miller_Lea_Combo_20210216
R000387	Gillichthys mirabilis	Walker_Miller_Lea_Combo_20210216
R000388	Girella nigricans	Walker_Miller_Lea_Combo_20210216
R000389	Glyptocephalus zachirus	Walker_Miller_Lea_Combo_20210216
R000390	Gnathophis cinctus	Walker_Miller_Lea_Combo_20210216
R000391	Gobiesox eugrammus	Walker_Miller_Lea_Combo_20210216
R000392	Gobiesox maeandricus	Walker_Miller_Lea_Combo_20210216
R000393	Gobiesox papillifer	Walker_Miller_Lea_Combo_20210216
R000394	Gobiesox rhessodon	Walker_Miller_Lea_Combo_20210216
R000395	Gobulus crescentalis	Walker_Miller_Lea_Combo_20210216
R000396	Gonichthys tenuiculus	Walker_Miller_Lea_Combo_20210216
R000397	Gonostoma atlanticum	Walker_Miller_Lea_Combo_20210216
R000398	Grammonus diagrammus	Walker_Miller_Lea_Combo_20210216
