row_id	Scientific.Name	Source
R000798	Phyllorhinichthys micractis	Walker_Miller_Lea_Combo_20210216
R000799	Physiculus nematopus	Walker_Miller_Lea_Combo_20210216
R000800	Physiculus rastrelliger	Walker_Miller_Lea_Combo_20210216
R000801	Physiculus talarae	Walker_Miller_Lea_Combo_20210216
R000802	Phytichthys chirus	Walker_Miller_Lea_Combo_20210216
R000803	Plagiogrammus hopkinsii	Walker_Miller_Lea_Combo_20210216
R000804	Plagiotremus azaleus	Walker_Miller_Lea_Combo_20210216
R000805	Platichthys stellatus	Walker_Miller_Lea_Combo_20210216
R000806	Platybelone argalus	Walker_Miller_Lea_Combo_20210216
R000807	Platyberyx andriashevi	Walker_Miller_Lea_Combo_20210216
R000808	Platyrhinoidis triseriata	Walker_Miller_Lea_Combo_20210216
R000809	Platytroctes apus	Walker_Miller_Lea_Combo_20210216
R000810	Plectobranchus evides	Walker_Miller_Lea_Combo_20210216
R000811	Pleurogrammus monopterygius	Walker_Miller_Lea_Combo_20210216
R000812	Pleuronectes quadrituberculatus	Walker_Miller_Lea_Combo_20210216
R000813	Pleuronichthys coenosus	Walker_Miller_Lea_Combo_20210216
R000814	Pleuronichthys decurrens	Walker_Miller_Lea_Combo_20210216
R000815	Pleuronichthys guttulatus	Walker_Miller_Lea_Combo_20210216
R000816	Pleuronichthys ritteri	Walker_Miller_Lea_Combo_20210216
R000817	Pleuronichthys verticalis	Walker_Miller_Lea_Combo_20210216
R000818	Podothecus accipenserinus	Walker_Miller_Lea_Combo_20210216
R000819	Poecilia latipinna	Walker_Miller_Lea_Combo_20210216
R000820	Polyacanthonotus challengeri	Walker_Miller_Lea_Combo_20210216
R000821	Polydactylus approximans	Walker_Miller_Lea_Combo_20210216
R000822	Polydactylus opercularis	Walker_Miller_Lea_Combo_20210216
R000823	Pomacanthus zonipectus	Walker_Miller_Lea_Combo_20210216
R000824	Pontinus vaughani	Walker_Miller_Lea_Combo_20210216
R000825	Porichthys myriaster	Walker_Miller_Lea_Combo_20210216
R000826	Porichthys notatus	Walker_Miller_Lea_Combo_20210216
R000827	Poroclinus rothrocki	Walker_Miller_Lea_Combo_20210216
R000828	Porogadus promelas	Walker_Miller_Lea_Combo_20210216
R000829	Poromitra crassiceps	Walker_Miller_Lea_Combo_20210216
R000830	Poromitra jucunda	Walker_Miller_Lea_Combo_20210216
R000831	Poromitra oscitans	Walker_Miller_Lea_Combo_20210216
R000832	Priacanthus alalaua	Walker_Miller_Lea_Combo_20210216
R000833	Prionace glauca	Walker_Miller_Lea_Combo_20210216
R000834	Prionotus ruscarius	Walker_Miller_Lea_Combo_20210216
R000835	Prionotus stephanophrys	Walker_Miller_Lea_Combo_20210216
R000836	Pristigenys serrula	Walker_Miller_Lea_Combo_20210216
R000837	Pristis pristis	Walker_Miller_Lea_Combo_20210216
R000838	Prognathodes falcifer	Walker_Miller_Lea_Combo_20210216
R000839	Pronotogrammus multifasciatus	Walker_Miller_Lea_Combo_20210216
R000840	Prosoopium cylandraceum	Walker_Miller_Lea_Combo_20210216
R000841	Protomyctophum crockeri	Walker_Miller_Lea_Combo_20210216
R000842	Protomyctophum thompsoni	Walker_Miller_Lea_Combo_20210216
R000843	Psednos anoderkes	Walker_Miller_Lea_Combo_20210216
R000844	Psednos cathetostomus	Walker_Miller_Lea_Combo_20210216
R000845	Psednos griseus	Walker_Miller_Lea_Combo_20210216
R000846	Psednos mexicanus	Walker_Miller_Lea_Combo_20210216
R000847	Psednos pallidus	Walker_Miller_Lea_Combo_20210216
R000848	Psenes pellucidus	Walker_Miller_Lea_Combo_20210216
R000849	Psettichthys melanostictus	Walker_Miller_Lea_Combo_20210216
R000850	Pseudobathylagus milleri	Walker_Miller_Lea_Combo_20210216
R000851	Pseudobatos glaucostigma	Walker_Miller_Lea_Combo_20210216
R000852	Pseudobatos leucorhychus	Walker_Miller_Lea_Combo_20210216
R000853	Pseudobatos productus	Walker_Miller_Lea_Combo_20210216
R000854	Pseudonezumia occidentalis	Walker_Miller_Lea_Combo_20210216
R000855	Pseudoscopelus lavenbergi	Walker_Miller_Lea_Combo_20210216
R000856	Pseudupeneus grandisquamis	Walker_Miller_Lea_Combo_20210216
R000857	Psychrolutes paradoxus	Walker_Miller_Lea_Combo_20210216
R000858	Psychrolutes phrictus	Walker_Miller_Lea_Combo_20210216
R000859	Psychrolutes sigalutes	Walker_Miller_Lea_Combo_20210216
R000860	Pteraclis aesticola	Walker_Miller_Lea_Combo_20210216
R000861	Pteroplatytrygon violacea	Walker_Miller_Lea_Combo_20210216
R000862	Pterycombus petersii	Walker_Miller_Lea_Combo_20210216
R000863	Ptilichthys goodei	Walker_Miller_Lea_Combo_20210216
R000864	Pungitius pungitius	Walker_Miller_Lea_Combo_20210216
R000865	Quietula y-cauda	Walker_Miller_Lea_Combo_20210216
R000866	Radulinus asprellus	Walker_Miller_Lea_Combo_20210216
R000867	Radulinus boleoides	Walker_Miller_Lea_Combo_20210216
R000868	Radulinus vinculus	Walker_Miller_Lea_Combo_20210216
R000869	Ranzania laevis	Walker_Miller_Lea_Combo_20210216
R000870	Rathbunella alleni	Walker_Miller_Lea_Combo_20210216
R000871	Rathbunella hypoplecta	Walker_Miller_Lea_Combo_20210216
R000872	Regalecus glesne	Walker_Miller_Lea_Combo_20210216
R000873	Regalecus russelii	Walker_Miller_Lea_Combo_20210216
R000874	Reinhardtius hippoglossoides	Walker_Miller_Lea_Combo_20210216
R000875	Remora australis	Walker_Miller_Lea_Combo_20210216
R000876	Remora brachyptera	Walker_Miller_Lea_Combo_20210216
R000877	Remora osteochir	Walker_Miller_Lea_Combo_20210216
R000878	Remora remora	Walker_Miller_Lea_Combo_20210216
R000879	Remorina albescens	Walker_Miller_Lea_Combo_20210216
R000880	Rhacochilus toxotes	Walker_Miller_Lea_Combo_20210216
R000881	Rhadinesthes decimus	Walker_Miller_Lea_Combo_20210216
R000882	Rhamphocottus richardsonii	Walker_Miller_Lea_Combo_20210216
R000883	Rhincodon typus	Walker_Miller_Lea_Combo_20210216
R000884	Rhinogobiops nicholsii	Walker_Miller_Lea_Combo_20210216
R000885	Rhinogobius brunneus	Walker_Miller_Lea_Combo_20210216
R000886	Rhinoliparis attenuatus	Walker_Miller_Lea_Combo_20210216
R000887	Rhinoliparis barbulifer	Walker_Miller_Lea_Combo_20210216
R000888	Rhinoptera steindachneri	Walker_Miller_Lea_Combo_20210216
R000889	Rhizoprionodon longurio	Walker_Miller_Lea_Combo_20210216
R000890	Rhynchohyalus natalensis	Walker_Miller_Lea_Combo_20210216
R000891	Rimicola cabrilloi	Walker_Miller_Lea_Combo_20210216
R000892	Rimicola dimorpha	Walker_Miller_Lea_Combo_20210216
R000893	Rimicola eigenmanni	Walker_Miller_Lea_Combo_20210216
R000894	Rimicola muscarum	Walker_Miller_Lea_Combo_20210216
R000895	Rimicola sila	Walker_Miller_Lea_Combo_20210216
R000896	Roncador stearnsii	Walker_Miller_Lea_Combo_20210216
R000897	Rondeletia loricata	Walker_Miller_Lea_Combo_20210216
R000898	Ronquilus jordani	Walker_Miller_Lea_Combo_20210216
R000899	Rosenblattichthys volucris	Walker_Miller_Lea_Combo_20210216
R000900	Rouleina attrita	Walker_Miller_Lea_Combo_20210216
R000901	Ruscarius creaseri	Walker_Miller_Lea_Combo_20210216
R000902	Ruscarius meanyi	Walker_Miller_Lea_Combo_20210216
R000903	Ruvettus pretiosus	Walker_Miller_Lea_Combo_20210216
R000904	Saccopharynx lavenbergi	Walker_Miller_Lea_Combo_20210216
R000905	Sagamichthys abei	Walker_Miller_Lea_Combo_20210216
R000906	Salmo salar	Walker_Miller_Lea_Combo_20210216
R000907	Salvelinus confluentus	Walker_Miller_Lea_Combo_20210216
R000908	Salvelinus malma	Walker_Miller_Lea_Combo_20210216
R000909	Sarda chiliensis	Walker_Miller_Lea_Combo_20210216
R000910	Sardinops sagax	Walker_Miller_Lea_Combo_20210216
R000911	Sciadonus pedicellaris	Walker_Miller_Lea_Combo_20210216
R000912	Scomber japonicus	Walker_Miller_Lea_Combo_20210216
R000913	Scomberomorus concolor	Walker_Miller_Lea_Combo_20210216
R000914	Scomberomorus sierra	Walker_Miller_Lea_Combo_20210216
R000915	Scopelarchoides nicholsii	Walker_Miller_Lea_Combo_20210216
R000916	Scopelarchus analis	Walker_Miller_Lea_Combo_20210216
R000917	Scopelarchus guentheri	Walker_Miller_Lea_Combo_20210216
R000918	Scopelengys tristis	Walker_Miller_Lea_Combo_20210216
R000919	Scopeloberyx opisthopterus	Walker_Miller_Lea_Combo_20210216
R000920	Scopeloberyx robustus	Walker_Miller_Lea_Combo_20210216
R000921	Scopelogadus bispinosus	Walker_Miller_Lea_Combo_20210216
R000922	Scopelosaurus harryi	Walker_Miller_Lea_Combo_20210216
R000923	Scorpaena guttata	Walker_Miller_Lea_Combo_20210216
R000924	Scorpaena histrio	Walker_Miller_Lea_Combo_20210216
R000925	Scorpaena mystes	Walker_Miller_Lea_Combo_20210216
R000926	Scorpaenichthys marmoratus	Walker_Miller_Lea_Combo_20210216
R000927	Scorpaenodes xyris	Walker_Miller_Lea_Combo_20210216
R000928	Scytalichthys miurus	Walker_Miller_Lea_Combo_20210216
R000929	Scytalina cerdale	Walker_Miller_Lea_Combo_20210216
R000930	Sebastes aleutianus	Walker_Miller_Lea_Combo_20210216
R000931	Sebastes alutus	Walker_Miller_Lea_Combo_20210216
R000932	Sebastes atrovirens	Walker_Miller_Lea_Combo_20210216
R000933	Sebastes auriculatus	Walker_Miller_Lea_Combo_20210216
R000934	Sebastes aurora	Walker_Miller_Lea_Combo_20210216
R000935	Sebastes babcocki	Walker_Miller_Lea_Combo_20210216
R000936	Sebastes borealis	Walker_Miller_Lea_Combo_20210216
R000937	Sebastes brevispinis	Walker_Miller_Lea_Combo_20210216
R000938	Sebastes carnatus	Walker_Miller_Lea_Combo_20210216
R000939	Sebastes caurinus	Walker_Miller_Lea_Combo_20210216
R000940	Sebastes chlorostictus	Walker_Miller_Lea_Combo_20210216
R000941	Sebastes chrysomelas	Walker_Miller_Lea_Combo_20210216
R000942	Sebastes ciliatus	Walker_Miller_Lea_Combo_20210216
R000943	Sebastes constellatus	Walker_Miller_Lea_Combo_20210216
R000944	Sebastes crameri	Walker_Miller_Lea_Combo_20210216
R000945	Sebastes dallii	Walker_Miller_Lea_Combo_20210216
R000946	Sebastes diaconus	Walker_Miller_Lea_Combo_20210216
R000947	Sebastes diploproa	Walker_Miller_Lea_Combo_20210216
R000948	Sebastes elongatus	Walker_Miller_Lea_Combo_20210216
R000949	Sebastes emphaeus	Walker_Miller_Lea_Combo_20210216
R000950	Sebastes ensifer	Walker_Miller_Lea_Combo_20210216
R000951	Sebastes entomelas	Walker_Miller_Lea_Combo_20210216
R000952	Sebastes eos	Walker_Miller_Lea_Combo_20210216
R000953	Sebastes flavidus	Walker_Miller_Lea_Combo_20210216
R000954	Sebastes gilli	Walker_Miller_Lea_Combo_20210216
R000955	Sebastes goodei	Walker_Miller_Lea_Combo_20210216
R000956	Sebastes helvomaculatus	Walker_Miller_Lea_Combo_20210216
R000957	Sebastes hopkinsi	Walker_Miller_Lea_Combo_20210216
R000958	Sebastes jordani	Walker_Miller_Lea_Combo_20210216
R000959	Sebastes lentiginosus	Walker_Miller_Lea_Combo_20210216
R000960	Sebastes levis	Walker_Miller_Lea_Combo_20210216
R000961	Sebastes macdonaldi	Walker_Miller_Lea_Combo_20210216
R000962	Sebastes maliger	Walker_Miller_Lea_Combo_20210216
R000963	Sebastes melanops	Walker_Miller_Lea_Combo_20210216
R000964	Sebastes melanosema	Walker_Miller_Lea_Combo_20210216
R000965	Sebastes melanostictus	Walker_Miller_Lea_Combo_20210216
R000966	Sebastes melanostomus	Walker_Miller_Lea_Combo_20210216
R000967	Sebastes miniatus	Walker_Miller_Lea_Combo_20210216
R000968	Sebastes moseri	Walker_Miller_Lea_Combo_20210216
R000969	Sebastes mystinus	Walker_Miller_Lea_Combo_20210216
R000970	Sebastes nebulosus	Walker_Miller_Lea_Combo_20210216
R000971	Sebastes nigrocinctus	Walker_Miller_Lea_Combo_20210216
R000972	Sebastes notius	Walker_Miller_Lea_Combo_20210216
R000973	Sebastes ovalis	Walker_Miller_Lea_Combo_20210216
R000974	Sebastes paucispinis	Walker_Miller_Lea_Combo_20210216
R000975	Sebastes phillipsi	Walker_Miller_Lea_Combo_20210216
R000976	Sebastes pinniger	Walker_Miller_Lea_Combo_20210216
R000977	Sebastes polyspinus	Walker_Miller_Lea_Combo_20210216
R000978	Sebastes proriger	Walker_Miller_Lea_Combo_20210216
R000979	Sebastes rastrelliger	Walker_Miller_Lea_Combo_20210216
R000980	Sebastes reedi	Walker_Miller_Lea_Combo_20210216
R000981	Sebastes rosaceus	Walker_Miller_Lea_Combo_20210216
R000982	Sebastes rosenblatti	Walker_Miller_Lea_Combo_20210216
R000983	Sebastes ruberrimus	Walker_Miller_Lea_Combo_20210216
R000984	Sebastes rubrivinctus	Walker_Miller_Lea_Combo_20210216
R000985	Sebastes rufinanus	Walker_Miller_Lea_Combo_20210216
R000986	Sebastes rufus	Walker_Miller_Lea_Combo_20210216
R000987	Sebastes saxicola	Walker_Miller_Lea_Combo_20210216
R000988	Sebastes semicinctus	Walker_Miller_Lea_Combo_20210216
R000989	Sebastes serranoides	Walker_Miller_Lea_Combo_20210216
R000990	Sebastes serriceps	Walker_Miller_Lea_Combo_20210216
R000991	Sebastes simulator	Walker_Miller_Lea_Combo_20210216
R000992	Sebastes umbrosus	Walker_Miller_Lea_Combo_20210216
R000993	Sebastes variabilis	Walker_Miller_Lea_Combo_20210216
R000994	Sebastes variegatus	Walker_Miller_Lea_Combo_20210216
R000995	Sebastes wilsoni	Walker_Miller_Lea_Combo_20210216
R000996	Sebastes zacentrus	Walker_Miller_Lea_Combo_20210216
R000997	Sebastolobus alascanus	Walker_Miller_Lea_Combo_20210216
R000998	Sebastolobus altivelis	Walker_Miller_Lea_Combo_20210216
R000999	Selar crumenophthalmus	Walker_Miller_Lea_Combo_20210216
R001000	Selene brevoortii	Walker_Miller_Lea_Combo_20210216
R001001	Selene peruviana	Walker_Miller_Lea_Combo_20210216
R001002	Seriola dorsalis	Walker_Miller_Lea_Combo_20210216
R001003	Seriola rivoliana	Walker_Miller_Lea_Combo_20210216
R001004	Seriphus politus	Walker_Miller_Lea_Combo_20210216
R001005	Serranus aequidens	Walker_Miller_Lea_Combo_20210216
R001006	Serranus psittacinus	Walker_Miller_Lea_Combo_20210216
R001007	Serrivomer jesperseni	Walker_Miller_Lea_Combo_20210216
R001008	Serrivomer sector	Walker_Miller_Lea_Combo_20210216
R001009	Sigmops ebelingi	Walker_Miller_Lea_Combo_20210216
R001010	Sigmops elongatus	Walker_Miller_Lea_Combo_20210216
R001011	Sigmops gracilis	Walker_Miller_Lea_Combo_20210216
R001012	Somniosus pacificus	Walker_Miller_Lea_Combo_20210216
R001013	Spectrunculus crassus	Walker_Miller_Lea_Combo_20210216
R001014	Spectrunculus grandis	Walker_Miller_Lea_Combo_20210216
R001015	Sphoeroides annulatus	Walker_Miller_Lea_Combo_20210216
R001016	Sphoeroides lispus	Walker_Miller_Lea_Combo_20210216
R001017	Sphoeroides lobatus	Walker_Miller_Lea_Combo_20210216
R001018	Sphyraena argentea	Walker_Miller_Lea_Combo_20210216
R001019	Sphyraena ensis	Walker_Miller_Lea_Combo_20210216
R001020	Sphyraena lucasana	Walker_Miller_Lea_Combo_20210216
R001021	Sphyrna lewini	Walker_Miller_Lea_Combo_20210216
R001022	Sphyrna tiburo	Walker_Miller_Lea_Combo_20210216
R001023	Sphyrna zygaena	Walker_Miller_Lea_Combo_20210216
R001024	Spirinchus starksi	Walker_Miller_Lea_Combo_20210216
R001025	Spirinchus thaleichthys	Walker_Miller_Lea_Combo_20210216
R001026	Squalus suckleyi	Walker_Miller_Lea_Combo_20210216
R001027	Squatina californica	Walker_Miller_Lea_Combo_20210216
R001028	Starksia guadalupae	Walker_Miller_Lea_Combo_20210216
R001029	Stegastes leucorus	Walker_Miller_Lea_Combo_20210216
R001030	Stegastes rectifraenum	Walker_Miller_Lea_Combo_20210216
R001031	Stellerina xyosterna	Walker_Miller_Lea_Combo_20210216
R001032	Stemonidium hypomelas	Walker_Miller_Lea_Combo_20210216
R001033	Stemonosudis macrura	Walker_Miller_Lea_Combo_20210216
R001034	Stenobrachius leucopsarus	Walker_Miller_Lea_Combo_20210216
R001035	Stenobrachius nannochir	Walker_Miller_Lea_Combo_20210216
R001036	Stereolepis gigas	Walker_Miller_Lea_Combo_20210216
R001037	Sternoptyx diaphana	Walker_Miller_Lea_Combo_20210216
R001038	Sternoptyx obscura	Walker_Miller_Lea_Combo_20210216
R001039	Sternoptyx pseudobscura	Walker_Miller_Lea_Combo_20210216
R001040	Stichaeus punctatus	Walker_Miller_Lea_Combo_20210216
R001041	Stomias atriventer	Walker_Miller_Lea_Combo_20210216
R001042	Strongylura exilis	Walker_Miller_Lea_Combo_20210216
R001043	Stylephorus chordatus	Walker_Miller_Lea_Combo_20210216
R001044	Sudis atrox	Walker_Miller_Lea_Combo_20210216
R001045	Sufflamen verres	Walker_Miller_Lea_Combo_20210216
R001046	Symbolophorus californiensis	Walker_Miller_Lea_Combo_20210216
R001047	Symbolophorus evermanni	Walker_Miller_Lea_Combo_20210216
R001048	Symphurus atricaudus	Walker_Miller_Lea_Combo_20210216
R001049	Symphurus fasciolaris	Walker_Miller_Lea_Combo_20210216
R001050	Symphurus oligomerus	Walker_Miller_Lea_Combo_20210216
R001051	Synaphobranchus brevidorsalis	Walker_Miller_Lea_Combo_20210216
R001052	Synchiropus atrilabiatus	Walker_Miller_Lea_Combo_20210216
R001053	Synchirus gilli	Walker_Miller_Lea_Combo_20210216
R001054	Syngnathus auliscus	Walker_Miller_Lea_Combo_20210216
R001055	Syngnathus californiensis	Walker_Miller_Lea_Combo_20210216
R001056	Syngnathus euchrous	Walker_Miller_Lea_Combo_20210216
R001057	Syngnathus exilis	Walker_Miller_Lea_Combo_20210216
R001058	Syngnathus insulae	Walker_Miller_Lea_Combo_20210216
R001059	Syngnathus leptorhynchus	Walker_Miller_Lea_Combo_20210216
R001060	Synodus lacertinus	Walker_Miller_Lea_Combo_20210216
R001061	Synodus lucioceps	Walker_Miller_Lea_Combo_20210216
R001062	Synodus scituliceps	Walker_Miller_Lea_Combo_20210216
R001063	Taaningichthys bathyphilus	Walker_Miller_Lea_Combo_20210216
R001064	Taaningichthys minimus	Walker_Miller_Lea_Combo_20210216
R001065	Taaningichthys paurolychnus	Walker_Miller_Lea_Combo_20210216
R001066	Tactostoma macropus	Walker_Miller_Lea_Combo_20210216
R001067	Talismania bifurcata	Walker_Miller_Lea_Combo_20210216
R001068	Taractes asper	Walker_Miller_Lea_Combo_20210216
R001069	Taractichthys steindachneri	Walker_Miller_Lea_Combo_20210216
R001070	Taranetzella lyoderma	Walker_Miller_Lea_Combo_20210216
R001071	Tarletonbeania crenularis	Walker_Miller_Lea_Combo_20210216
R001072	Tetragonurus atlanticus	Walker_Miller_Lea_Combo_20210216
R001073	Tetragonurus cuvieri	Walker_Miller_Lea_Combo_20210216
R001074	Tetrapturus angustirostris	Walker_Miller_Lea_Combo_20210216
R001075	Tetronarce californica	Walker_Miller_Lea_Combo_20210216
R001076	Thalassoma lucasanum	Walker_Miller_Lea_Combo_20210216
R001077	Thaleichthys pacificus	Walker_Miller_Lea_Combo_20210216
R001078	Thaumatichthys axeli	Walker_Miller_Lea_Combo_20210216
R001079	Thunnus alalunga	Walker_Miller_Lea_Combo_20210216
R001080	Thunnus albacares	Walker_Miller_Lea_Combo_20210216
R001081	Thunnus obesus	Walker_Miller_Lea_Combo_20210216
R001082	Thunnus orientalis	Walker_Miller_Lea_Combo_20210216
R001083	Trachinotus paitensis	Walker_Miller_Lea_Combo_20210216
R001084	Trachinotus rhodopus	Walker_Miller_Lea_Combo_20210216
R001085	Trachipterus altivelis	Walker_Miller_Lea_Combo_20210216
R001086	Trachipterus fukuzakii	Walker_Miller_Lea_Combo_20210216
R001087	Trachurus symmetricus	Walker_Miller_Lea_Combo_20210216
R001088	Triakis semifasciata	Walker_Miller_Lea_Combo_20210216
R001089	Trichiurus nitens	Walker_Miller_Lea_Combo_20210216
R001090	Trichodon trichodon	Walker_Miller_Lea_Combo_20210216
R001091	Tridentiger barbatus	Walker_Miller_Lea_Combo_20210216
R001092	Tridentiger bifasciatus	Walker_Miller_Lea_Combo_20210216
R001093	Tridentiger trigonocephalus	Walker_Miller_Lea_Combo_20210216
R001094	Triglops macellus	Walker_Miller_Lea_Combo_20210216
R001095	Triglops pingelii	Walker_Miller_Lea_Combo_20210216
R001096	Triphoturus mexicanus	Walker_Miller_Lea_Combo_20210216
R001097	Triphoturus nigrescens	Walker_Miller_Lea_Combo_20210216
R001098	Tylosurus crocodilus	Walker_Miller_Lea_Combo_20210216
R001099	Typhlogobius californiensis	Walker_Miller_Lea_Combo_20210216
R001100	Ulvicola sanctaerosae	Walker_Miller_Lea_Combo_20210216
R001101	Umbrina roncador	Walker_Miller_Lea_Combo_20210216
R001102	Uraspis helvola	Walker_Miller_Lea_Combo_20210216
R001103	Urobatis halleri	Walker_Miller_Lea_Combo_20210216
R001104	Urobatis concentricus	Walker_Miller_Lea_Combo_20210216
R001105	Urobatis maculatus	Walker_Miller_Lea_Combo_20210216
R001106	Urotrygon munda	Walker_Miller_Lea_Combo_20210216
R001107	Valenciennellus tripunctulatus	Walker_Miller_Lea_Combo_20210216
R001108	Venefica ocelli	Walker_Miller_Lea_Combo_20210216
R001109	Venefica procera	Walker_Miller_Lea_Combo_20210216
R001110	Venefica tentaculata	Walker_Miller_Lea_Combo_20210216
R001111	Vinciguerria lucetia	Walker_Miller_Lea_Combo_20210216
R001112	Vinciguerria nimbaria	Walker_Miller_Lea_Combo_20210216
R001113	Vinciguerria poweriae	Walker_Miller_Lea_Combo_20210216
R001114	Woodsia nonsuchae	Walker_Miller_Lea_Combo_20210216
R001115	Xanthichthys mento	Walker_Miller_Lea_Combo_20210216
R001116	Xeneretmus latifrons	Walker_Miller_Lea_Combo_20210216
R001117	Xeneretmus leiops	Walker_Miller_Lea_Combo_20210216
R001118	Xeneretmus ritteri	Walker_Miller_Lea_Combo_20210216
R001119	Xeneretmus triacanthus	Walker_Miller_Lea_Combo_20210216
R001120	Xenomystax atrarius	Walker_Miller_Lea_Combo_20210216
R001121	Xiphias gladius	Walker_Miller_Lea_Combo_20210216
R001122	Xiphister atropurpureus	Walker_Miller_Lea_Combo_20210216
R001123	Xiphister mucosus	Walker_Miller_Lea_Combo_20210216
R001124	Xystreurys liolepis	Walker_Miller_Lea_Combo_20210216
R001125	Zalembius rosaceus	Walker_Miller_Lea_Combo_20210216
R001126	Zalieutes elater	Walker_Miller_Lea_Combo_20210216
R001127	Zameus squamulosus	Walker_Miller_Lea_Combo_20210216
R001128	Zaniolepis frenata	Walker_Miller_Lea_Combo_20210216
R001129	Zaniolepis latipinnis	Walker_Miller_Lea_Combo_20210216
R001130	Zaprora silenus	Walker_Miller_Lea_Combo_20210216
R001131	Zapteryx exasperata	Walker_Miller_Lea_Combo_20210216
R001132	Zenopsis nebulosa	Walker_Miller_Lea_Combo_20210216
R001133	Zesticelus profundorum	Walker_Miller_Lea_Combo_20210216
R001134	Zu cristatus	Walker_Miller_Lea_Combo_20210216
R001135	Melamphaes simus	Walker_Miller_Lea_Combo_20210216
R001136	Mulloidichthys dentatus	Walker_Miller_Lea_Combo_20210216
R001137	Nomeus gronovii	Walker_Miller_Lea_Combo_20210216
R001138	Lampris guttatus	Walker_Miller_Lea_Combo_20210216
R001139	Lophotus lacepede	Walker_Miller_Lea_Combo_20210216
R001140	Eucinostomus argenteus	Walker_Miller_Lea_Combo_20210216
R001141	Lophodolos acanthognathus	Walker_Miller_Lea_Combo_20210216
R001142	Myctophum lychnobium	Walker_Miller_Lea_Combo_20210216
R001143	Coralliozetus springeri	Walker_Miller_Lea_Combo_20210216
R001144	Beringraja inornata	Walker_Miller_Lea_Combo_20210216
